Product Name,Original Price,Sale Price,Percentage Off,Product Category,Product Code,Rating,Link
"Mossy Oak Whipsaw UTV 6V Electric Mini Ride-On Toy Car, 2km/h, Kids, Camo",329.99,229.99,30.0,cycling,184-0684-4,3.0,https://www.canadiantire.ca/en/pdp/mossy-oak-whipsaw-utv-6v-electric-mini-ride-on-toy-car-2km-h-kids-camo-1840684p.html#srp
"GermGuardian GG1100W Portable Plug-In UVC Air Purifier/Sanitizer, Removes Odours & Germs, White, Small Room",49.99,39.99,20.0,home-environment,043-8631-8,4.1,https://www.canadiantire.ca/en/pdp/germguardian-gg1100w-portable-plug-in-uvc-air-purifier-sanitizer-removes-odours-germs-white-small-room-0438631p.html#srp
Lucky Strike Rubber Fishing Net,39.99,33.99,15.0,fishing,078-5952-0,4.4,https://www.canadiantire.ca/en/pdp/lucky-strike-rubber-fishing-net-0785952p.html#srp
"Rowenta 1700W Compact Steam Iron with Stainless Steel Soleplate and Auto Shutoff, Brown/Black",99.99,69.99,30.0,personal-garment-care,043-2687-2,4.5,https://www.canadiantire.ca/en/pdp/rowenta-1700w-compact-steam-iron-with-stainless-steel-soleplate-and-auto-shutoff-brown-black-0432687p.html#srp
"Spray Nine Heavy-Duty Spray Cleaner/Degreaser/Disinfectant, 650-mL",8.49,5.0,41.0,cleaning,053-4223-0,4.9,https://www.canadiantire.ca/en/pdp/spray-nine-heavy-duty-spray-cleaner-degreaser-disinfectant-650-ml-0534223p.html#srp
Classic Accessories Hydroflo Heavy-Duty Waterproof Boat Cover,389.99,272.99,30.0,seasonal-recreation,079-0349X,3.8,https://www.canadiantire.ca/en/pdp/classic-accessories-hydroflo-heavy-duty-waterproof-boat-cover-0791251p.html#srp
Cobra 3-pk 1W ACXT145-3 GMRS 26-km Rechargeable 2-Way Radio,99.99,69.99,30.0,electronics,069-8049-6,3.3,https://www.canadiantire.ca/en/pdp/cobra-3-pk-1w-acxt145-3-gmrs-26-km-rechargeable-2-way-radio-0698049p.html#srp
"MotoMaster Carburetor & Choke Cleaner, 312-g",11.99,9.34,22.0,auto-maintenance,038-0720-8,4.5,https://www.canadiantire.ca/en/pdp/motomaster-carburetor-choke-cleaner-312-g-0380720p.html#srp
"AutoTrends Carbon Fibre Seat Cover Set for Back Bench Seat, Black & Red, 3-pk",99.99,49.99,50.0,car-care-accessories,032-6290-6,3.2,https://www.canadiantire.ca/en/pdp/autotrends-carbon-fibre-seat-cover-set-for-back-bench-seat-black-red-3-pk-0326290p.html#srp
"Old Dutch Liquid Multi-Purpose Laundry Bleach, 2.4-L",4.29,3.0,30.0,home-essentials,153-0341-4,4.6,https://www.canadiantire.ca/en/pdp/old-dutch-liquid-multi-purpose-laundry-bleach-2-4-l-1530341p.html#srp
"Woods Creekside 3-Season, 4-Person Camping Dome Tent w/ Canopy/Awning, Rain Fly & Carry Bag",189.99,142.49,25.0,camping,076-6067-6,3.5,https://www.canadiantire.ca/en/pdp/woods-creekside-3-season-4-person-camping-dome-tent-w-canopy-awning-rain-fly-carry-bag-0766067p.html#srp
"PowerBilt Junior Tour Golf Club Set, Lightweight, For Ages 9-12, Left-Hand, Red",189.99,152.99,19.0,team-sports-and-golf,086-2027-2,3.9,https://www.canadiantire.ca/en/pdp/powerbilt-junior-tour-golf-club-set-lightweight-for-ages-9-12-left-hand-red-0862027p.html#srp
"Supercycle Solaris Hybrid Bike, 700C, Black/Grey",399.99,379.99,5.0,cycling,071-1626-6,3.0,https://www.canadiantire.ca/en/pdp/supercycle-solaris-hybrid-bike-700c-black-grey-0711626p.html#srp
"Raleigh Bundle Cargo Bike Trailer, Grey",289.99,209.99,28.0,cycling,184-0773-2,4.6,https://www.canadiantire.ca/en/pdp/raleigh-bundle-cargo-bike-trailer-grey-1840773p.html#srp
"Lagostina Ticino Stainless Steel Cookware Set & Oven Safe, 10-pc",599.99,149.99,75.0,kitchen,042-1806-8,4.3,https://www.canadiantire.ca/en/pdp/lagostina-ticino-stainless-steel-cookware-set-oven-safe-10-pc-0421806p.html#srp
"Woods Base Rest Single Self-Inflating Camping Sleeping Pad/Air Mat w/ Storage Bag, 2-In",91.99,68.99,25.0,camping,076-5556-8,3.1,https://www.canadiantire.ca/en/pdp/woods-base-rest-single-self-inflating-camping-sleeping-pad-air-mat-w-storage-bag-2-in-0765556p.html#srp
"Golfgreen Premium 100% Cedar Mulch, Red, 42.5-L",6.99,4.99,29.0,gardening,159-0224-2,4.4,https://www.canadiantire.ca/en/pdp/golfgreen-premium-100-cedar-mulch-red-42-5-l-1590224p.html#srp
Rainfresh CF1-8 5-Micron Fine Pore Sediment Cartridge,9.99,7.99,20.0,plumbing,062-1037-0,4.6,https://www.canadiantire.ca/en/pdp/rainfresh-cf1-8-5-micron-fine-pore-sediment-cartridge-0621037p.html#srp
"3M™ Filtrete™ Clean Living Dust Reduction Pleated Air Filters, MPR 600, 16 x 25 x 1-in, 2-pk",22.99,17.99,22.0,home-environment,064-0901-4,4.4,https://www.canadiantire.ca/en/pdp/3m-filtrete-clean-living-dust-reduction-pleated-air-filters-mpr-600-16-x-25-x-1-in-2-pk-0640901p.html#srp
"Green Gobbler Drain Clog Dissolver and Cleaner, Biodegradeable, 2 x 458-ml",18.99,17.09,10.0,cleaning,153-1528-6,3.9,https://www.canadiantire.ca/en/pdp/green-gobbler-drain-clog-dissolver-and-cleaner-biodegradeable-2-x-458-ml-1531528p.html#srp
"Greenworks PRO 60V Direct Drive String Grass Trimmer, 2.5 Ah Battery & Charger Included, 16-in",399.99,359.99,10.0,outdoor-tools,060-1358-0,4.7,https://www.canadiantire.ca/en/pdp/greenworks-pro-60v-direct-drive-string-grass-trimmer-2-5-ah-battery-charger-included-16-in-0601358p.html#srp
"MotoMaster Digital Tire Pressure Gauge, w/ Light, 5-99 PSI",21.99,18.99,14.0,auto-maintenance,009-5579-6,4.1,https://www.canadiantire.ca/en/pdp/motomaster-digital-tire-pressure-gauge-w-light-5-99-psi-0095579p.html#srp
"Mobil Synthetic Engine/Motor Oil, 4.73-L",65.99,35.99,45.0,auto-maintenance,028-9455-0,4.7,https://www.canadiantire.ca/en/pdp/mobil-synthetic-engine-motor-oil-4-73-l-0289455p.html#srp
MotoMaster Heavy-Duty Tripod 2200 Lumens 3-Blade Work Light,229.99,99.99,57.0,car-care-accessories,037-6389-4,4.2,https://www.canadiantire.ca/en/pdp/motomaster-heavy-duty-tripod-2200-lumens-3-blade-work-light-0376389p.html#srp
"Zray D1 Inflatable Stand Up Paddle Board, 10-ft",799.99,749.99,6.0,seasonal-recreation,079-8332-6,4.5,https://www.canadiantire.ca/en/pdp/zray-d1-inflatable-stand-up-paddle-board-10-ft-0798332p.html#srp
"Mastercraft 9A Corded Single-Speed Angle Grinder with Bonus Cut-Off Disc & Guard, 5-in",99.99,59.99,40.0,tools,054-7151-0,4.1,https://www.canadiantire.ca/en/pdp/mastercraft-9a-corded-single-speed-angle-grinder-with-bonus-cut-off-disc-guard-5-in-0547151p.html#srp
Bluehive 10K mAh Wood Power Bank,49.99,17.49,65.0,car-care-accessories,035-5538-0,4.3,https://www.canadiantire.ca/en/pdp/bluehive-10k-mah-wood-power-bank-0355538p.html#srp
Bluehive 120W Cup Holder Power Inverter,39.99,24.99,38.0,car-care-accessories,011-2112-6,3.9,https://www.canadiantire.ca/en/pdp/bluehive-120w-cup-holder-power-inverter-0112112p.html#srp
CANVAS Harrison 5-Hook Entryway Coat Rack/Hall Tree With Bench & Shoe Storage Rack,279.99,179.99,36.0,home-decor,068-7571-8,4.5,https://www.canadiantire.ca/en/pdp/canvas-harrison-5-hook-entryway-coat-rack-hall-tree-with-bench-shoe-storage-rack-0687571p.html#srp
"Certified Specialty Garage Poly Tarp, Waterproof, 20-ft x 20-ft",62.99,49.99,21.0,automotive-outdoor-adventure,040-5031-0,3.9,https://www.canadiantire.ca/en/pdp/certified-specialty-garage-poly-tarp-waterproof-20-ft-x-20-ft-0405031p.html#srp
"Meguiars Gold Class Car Wash Shampoo & Conditioner, 1.89-L",23.99,21.59,10.0,car-care-accessories,039-4513-6,4.7,https://www.canadiantire.ca/en/pdp/meguiar-s-gold-class-car-wash-shampoo-conditioner-1-89-l-0394513p.html#srp
"SIMONIZ Platinum Car Clay Bars, 100g",16.99,14.44,15.0,car-care-accessories,039-0567-2,4.7,https://www.canadiantire.ca/en/pdp/simoniz-platinum-car-clay-bars-100g-0390567p.html#srp
Shark EZ Self-Empty Bagless Robot Vacuum Cleaner,549.99,349.99,36.0,cleaning,043-9426-2,4.2,https://www.canadiantire.ca/en/pdp/shark-ez-self-empty-bagless-robot-vacuum-cleaner-0439426p.html#srp
"IRWIN IWHT36346 Bi-Material Tape Measure, 26-ft",16.99,6.99,59.0,tools,057-7231-4,4.2,https://www.canadiantire.ca/en/pdp/irwin-iwht36346-bi-material-tape-measure-26-ft-0577231p.html#srp
"Lagostina Tuscan Collection Round Casserole Dish, Enamelled Cast Iron, White, 7-qt",399.99,119.99,70.0,kitchen,142-9864-2,4.4,https://www.canadiantire.ca/en/pdp/lagostina-tuscan-collection-round-casserole-dish-enamelled-cast-iron-white-7-qt-1429864p.html#srp
"MASTER Chef Corded Electric Kettle w/ Auto Shut Off, Black, 1.7L",19.99,14.99,25.0,kitchen,043-1084-2,4.3,https://www.canadiantire.ca/en/pdp/master-chef-corded-electric-kettle-w-auto-shut-off-black-1-7l-0431084p.html#srp
"Hamilton Beach Cordless Electric Kettle w/ Auto Shut Off & Blue Light, Glass, 1.7L",59.99,49.99,17.0,kitchen,043-9572-2,3.9,https://www.canadiantire.ca/en/pdp/hamilton-beach-cordless-electric-kettle-w-auto-shut-off-blue-light-glass-1-7l-0439572p.html#srp
"Vida by PADERNO Fridge, Matte Black, 4.4-cu-ft",379.99,329.99,13.0,kitchen,043-7011-0,3.3,https://www.canadiantire.ca/en/pdp/vida-by-paderno-fridge-matte-black-4-4-cu-ft-0437011p.html#srp
"Instant Pot® Vortex Plus 7-in-1 Compact Convection Air Fryer Oven, Stainless Steel, 10qt",199.99,169.99,15.0,kitchen,043-7055-6,4.2,https://www.canadiantire.ca/en/pdp/instant-pot-vortex-plus-7-in-1-compact-convection-air-fryer-oven-stainless-steel-10qt-0437055p.html#srp
"ShelterLogic Garage-In-A-Box® w/UV Protection, 12 x 24 x 8-ft",999.99,599.99,40.0,car-care-accessories,037-1645-4,2.4,https://www.canadiantire.ca/en/pdp/shelterlogic-garage-in-a-box-w-uv-protection-12-x-24-x-8-ft-0371645p.html#srp
"Duracell Coppertop 24-pk AA Alkaline Batteries, Long Lasting, All Purpose",25.99,20.49,21.0,hardware,065-0024-0,4.7,https://www.canadiantire.ca/en/pdp/duracell-coppertop-24-pk-aa-alkaline-batteries-long-lasting-all-purpose-0650024p.html#srp
"Mastercraft Metal Stackable Wall-Mountable 43-Drawers Cabinet, 20x12x6-in",69.99,49.99,29.0,tools,058-1023-4,3.8,https://www.canadiantire.ca/en/pdp/mastercraft-metal-stackable-wall-mountable-43-drawers-cabinet-20x12x6-in-0581023p.html#srp
"Starfrit Digital LCD Display Glass Bathroom Scale/Weight Scale with Backlight, White",37.99,19.99,47.0,home-decor,063-6241-0,4.2,https://www.canadiantire.ca/en/pdp/starfrit-digital-lcd-display-glass-bathroom-scale-weight-scale-with-backlight-white-0636241p.html#srp
MotoMaster 20V Digital Portable Tire Inflator with 2.0 Ah PWR POD Battery and Compact Charger,159.99,119.99,25.0,auto-maintenance,009-5222-4,3.6,https://www.canadiantire.ca/en/pdp/motomaster-20v-digital-portable-tire-inflator-with-2-0-ah-pwr-pod-battery-and-compact-charger-0095222p.html#srp
"Sauder Caraway 1-Door Over-The-Toilet Spacesaver Bathroom Storage Shelf/Cabinet, White",169.99,109.99,35.0,home-decor,063-3814-6,3.3,https://www.canadiantire.ca/en/pdp/sauder-caraway-1-door-over-the-toilet-spacesaver-bathroom-storage-shelf-cabinet-white-0633814p.html#srp
"Outbound Womens Athleisure Lightweight Casual Slip-on Shoes, Grey/Pink",42.99,24.99,42.0,footwear-apparel,187-1418X,4.1,https://www.canadiantire.ca/en/pdp/outbound-women-s-athleisure-lightweight-casual-slip-on-shoes-grey-pink-1871418p.html#srp
"Mastercraft Heavy Duty Wooden Top Work Bench / Work Table with Wheels, Diamond Series, 36 x 24 x 38-in",279.99,229.99,18.0,tools,068-0008-4,4.7,https://www.canadiantire.ca/en/pdp/mastercraft-heavy-duty-wooden-top-work-bench-work-table-with-wheels-diamond-series-36-x-24-x-38-in-0680008p.html#srp
"Pelican Vibe 80 Junior 1-Person Stand Up Paddle Board, Lime, 8-ft",379.99,329.99,13.0,seasonal-recreation,079-8536-2,3.8,https://www.canadiantire.ca/en/pdp/pelican-vibe-80-junior-1-person-stand-up-paddle-board-lime-8-ft-0798536p.html#srp
"Braun MultiQuick 5 Vario 21 Speed Corded Hand Blender w/ Blending Jar, Black",79.99,59.99,25.0,kitchen,043-2779-4,4.8,https://www.canadiantire.ca/en/pdp/braun-multiquick-5-vario-21-speed-corded-hand-blender-w-blending-jar-black-0432779p.html#srp
"MASTER Chef Kitchen Tool Set, 30-pc",59.99,24.99,58.0,kitchen,142-6666-2,4.3,https://www.canadiantire.ca/en/pdp/master-chef-kitchen-tool-set-30-pc-1426666p.html#srp
"Energizer Max 20-pk AA Alkaline Batteries, Long Lasting, All Purpose",19.99,16.99,15.0,hardware,065-1015-6,4.8,https://www.canadiantire.ca/en/pdp/energizer-max-20-pk-aa-alkaline-batteries-long-lasting-all-purpose-0651015p.html#srp
"NOMA Leon 4-Blade 3-Speed Ceiling Fan with LED Lighting & Remote, 42-in, Silver",179.99,129.99,28.0,home-decor,052-9658-8,2.8,https://www.canadiantire.ca/en/pdp/noma-leon-4-blade-3-speed-ceiling-fan-with-led-lighting-remote-42-in-silver-0529658p.html#srp
"Certified Premium Heavy Duty Poly Tarp, Waterproof, 15-ft x 20-ft",78.99,58.99,25.0,automotive-outdoor-adventure,040-5024-8,4.2,https://www.canadiantire.ca/en/pdp/certified-premium-heavy-duty-poly-tarp-waterproof-15-ft-x-20-ft-0405024p.html#srp
"Outbound Outdoor Portable Horseshoe Toss Game, 6-pc, Ages 14+, Red/Silver",54.99,44.99,18.0,backyard-fun,084-6988-4,3.4,https://www.canadiantire.ca/en/pdp/outbound-outdoor-portable-horseshoe-toss-game-6-pc-ages-14-red-silver-0846988p.html#srp
"Meguiars Two Step Headlight Restoration Kit, 4-pc",35.99,32.39,10.0,car-care-accessories,039-1007-0,4.4,https://www.canadiantire.ca/en/pdp/meguiar-s-two-step-headlight-restoration-kit-4-pc-0391007p.html#srp
Shell Rotella® T4 10W30 Diesel Engine Oil,47.99,39.99,17.0,auto-maintenance,028-7967X,5.0,https://www.canadiantire.ca/en/pdp/shell-rotella-t4-10w30-diesel-engine-oil-0287967p.html#srp
"Singer S0100 Serger Sewing Machine with 2/3/4 Thread Stitches with 6 Stitch Types, Accessories Included",389.99,319.99,18.0,personal-garment-care,043-8651-0,4.1,https://www.canadiantire.ca/en/pdp/singer-s0100-serger-sewing-machine-with-2-3-4-thread-stitches-with-6-stitch-types-accessories-included-0438651p.html#srp
"FRANK Multi-Purpose Disposable Vinyl Gloves, Latex Free, 100-pk, One Size",14.99,12.74,15.0,cleaning,042-0126-2,3.6,https://www.canadiantire.ca/en/pdp/frank-multi-purpose-disposable-vinyl-gloves-latex-free-100-pk-one-size-0420126p.html#srp
Lucky Strike Tangle-Free Rubber Fishing Net,66.99,56.94,15.0,fishing,078-4061-6,4.3,https://www.canadiantire.ca/en/pdp/lucky-strike-tangle-free-rubber-fishing-net-0784061p.html#srp
"SIMONIZ Platinum Heavy-Duty Car Headlight Restoration Kit, 9-pc",31.99,27.19,15.0,car-care-accessories,039-0569-8,4.5,https://www.canadiantire.ca/en/pdp/simoniz-platinum-heavy-duty-car-headlight-restoration-kit-9-pc-0390569p.html#srp
Mastercraft 60-pc Screwdriver Set,79.99,21.99,73.0,tools,057-3663-0,4.6,https://www.canadiantire.ca/en/pdp/mastercraft-60-pc-screwdriver-set-0573663p.html#srp
"Alcan Aluminum Foil, 12-in x 100-ft",10.99,6.99,36.0,home-essentials,053-0371-0,4.7,https://www.canadiantire.ca/en/pdp/alcan-aluminum-foil-12-in-x-100-ft-0530371p.html#srp
"Outbound Hardbody Soft Cooler, 30 Can Capacity, Grey",44.99,28.99,36.0,camping,085-3721-4,4.3,https://www.canadiantire.ca/en/pdp/outbound-hardbody-soft-cooler-30-can-capacity-grey-0853721p.html#srp
"Mastercraft Grade 1A Aluminum Multi-Task Ladder, 13-ft, 300- lb",289.99,169.99,41.0,hardware,061-7038-4,4.0,https://www.canadiantire.ca/en/pdp/mastercraft-grade-1a-aluminum-multi-task-ladder-13-ft-300-lb-0617038p.html#srp
"PADERNO Summerside Champagne 20pc Stainless Steel Flatware Set, Serves 4, Matte Bronze",149.99,59.99,60.0,kitchen,142-9850-4,3.1,https://www.canadiantire.ca/en/pdp/paderno-summerside-champagne-20pc-stainless-steel-flatware-set-serves-4-matte-bronze-1429850p.html#srp
Evenflo GoTime LX Highback Car Seat,99.99,79.99,20.0,car-care-accessories,046-4782-6,3.9,https://www.canadiantire.ca/en/pdp/evenflo-gotime-lx-highback-car-seat-0464782p.html#srp
"Thompsons® WaterSeal® Deck & House Wood Waterproofing Stain & Sealer, Pre-Mixed Oil Hybrid, Semi-Transparent, 3.54-L/1-Gallon",54.99,49.49,10.0,paint,048-8939X,3.0,https://www.canadiantire.ca/en/pdp/thompson-s-waterseal-deck-house-wood-waterproofing-stain-sealer-pre-mixed-oil-hybrid-semi-transparent-3-54-l-1-gallon-0488939p.html#srp
"Mobil 1™ High Mileage 0W20 Synthetic Engine/Motor Oil, 4.73-L",69.99,37.99,46.0,auto-maintenance,028-9466-4,4.7,https://www.canadiantire.ca/en/pdp/mobil-1-high-mileage-0w20-synthetic-engine-motor-oil-4-73-l-0289466p.html#srp
"MAXIMUM 10A Heavy-Duty Variable Speed Orbital Sander & Polisher with Auxiliary Handle, 7-in",139.99,99.99,29.0,tools,054-7135-0,3.0,https://www.canadiantire.ca/en/pdp/maximum-10a-heavy-duty-variable-speed-orbital-sander-polisher-with-auxiliary-handle-7-in-0547135p.html#srp
"MASTER Chef Ceramic Round Pizza Stone & Serving Rack, 15-in",39.99,19.99,50.0,kitchen,142-9685-8,3.9,https://www.canadiantire.ca/en/pdp/master-chef-ceramic-round-pizza-stone-serving-rack-15-in-1429685p.html#srp
"MotoMaster 12 V Digital Road & HomeAir Compressor / Tire Inflator, 4 Min",99.99,79.99,20.0,auto-maintenance,009-5206-4,4.2,https://www.canadiantire.ca/en/pdp/motomaster-12-v-digital-road-homeair-compressor-tire-inflator-4-min-0095206p.html#srp
"Reflex Summer Windshield Washer Fluid, 3.78-L",3.49,3.29,6.0,auto-maintenance,029-4122-0,4.0,https://www.canadiantire.ca/en/pdp/reflex-summer-windshield-washer-fluid-3-78-l-0294122p.html#srp
"Heritage The Rock Copper Non-Stick Saucepan, Dishwasher & Oven Safe, 5-qt",119.99,34.99,71.0,kitchen,142-6338-4,4.0,https://www.canadiantire.ca/en/pdp/heritage-the-rock-copper-non-stick-saucepan-dishwasher-oven-safe-5-qt-1426338p.html#srp
"Mastercraft Socket Set, 41-pc, SAE / Metric, CRV, Nickel-Chrome Plating",99.99,34.99,65.0,tools,058-9210-0,4.5,https://www.canadiantire.ca/en/pdp/mastercraft-socket-set-41-pc-sae-metric-crv-nickel-chrome-plating-0589210p.html#srp
"Raleigh Dobson Comfort Electric Bike, 700C, Beige",1999.99,1699.99,15.0,cycling,071-2021-8,3.0,https://www.canadiantire.ca/en/pdp/raleigh-dobson-comfort-electric-bike-700c-beige-0712021p.html#srp
"CANVAS Quatro 34pc Porcelain Dinnerware Set, Serves 8, White",259.99,149.99,42.0,kitchen,142-8191-8,3.4,https://www.canadiantire.ca/en/pdp/canvas-quatro-34pc-porcelain-dinnerware-set-serves-8-white-1428191p.html#srp
Igloo MaxCold VOYAGER Evergreen Snapdown 36 LF Cam Backpack; 36-Can Capacity,71.99,49.99,31.0,camping,085-2191-0,4.3,https://www.canadiantire.ca/en/pdp/igloo-maxcold-voyager-evergreen-snapdown-36-lf-cam-backpack-36-can-capacity-0852191p.html#srp
"Vida by PADERNO Fridge, Matte Black, 1.7-cu-ft",229.99,189.99,17.0,kitchen,043-7009-8,4.6,https://www.canadiantire.ca/en/pdp/vida-by-paderno-fridge-matte-black-1-7-cu-ft-0437009p.html#srp
"Red Ryder .177 Caliber Youth Air Rifle, 350 FPS, 650 Shot Capacity",79.99,69.99,13.0,hunting,075-5034-2,4.1,https://www.canadiantire.ca/en/pdp/red-ryder-177-caliber-youth-air-rifle-350-fps-650-shot-capacity-0755034p.html#srp
"Stearns Puddle Jumper 2-in-1 Kids Life Jacket & Rash Guard, Assorted Colours",64.99,44.99,31.0,seasonal-recreation,079-3002X,3.0,https://www.canadiantire.ca/en/pdp/stearns-puddle-jumper-2-in-1-kids-life-jacket-rash-guard-assorted-colours-0793002p.html#srp
Outbound Comfort 6°C Insulated Cotton Lined Mild Weather Grey Sleeping Bag w/ Compression Sack,69.99,42.99,39.0,camping,076-3706-4,4.5,https://www.canadiantire.ca/en/pdp/outbound-comfort-6-c-insulated-cotton-lined-mild-weather-grey-sleeping-bag-w-compression-sack-0763706p.html#srp
DEWALT DCR025 20V MAX 20V/40V Flexvolt Bluetooth Jobsite Radio with Built-In Battery Charger,329.99,269.99,18.0,tools,054-2733-6,3.7,https://www.canadiantire.ca/en/pdp/dewalt-dcr025-20v-max-20v-40v-flexvolt-bluetooth-jobsite-radio-with-built-in-battery-charger-0542733p.html#srp
"Heritage The Rock Cast Iron Grill Pan Non-Rust, Oven Safe, Black, 28 x 28cm",169.99,39.99,76.0,kitchen,142-3910-8,4.3,https://www.canadiantire.ca/en/pdp/heritage-the-rock-cast-iron-grill-pan-non-rust-oven-safe-black-28-x-28cm-1423910p.html#srp
NOMA Multi-Surface Bagless Canister Vacuum,299.99,149.99,50.0,cleaning,043-9430-0,4.1,https://www.canadiantire.ca/en/pdp/noma-multi-surface-bagless-canister-vacuum-0439430p.html#srp
"SpaSoap Cream Hand Soap Refill, Milk and Honey Scent, 1.9-L",3.99,3.0,25.0,home-essentials,153-1674-6,4.4,https://www.canadiantire.ca/en/pdp/spasoap-cream-hand-soap-refill-milk-and-honey-scent-1-9-l-1531674p.html#srp
Segway Ninebot E10 Kids Electric KickScooter,379.99,359.99,5.0,cycling,184-0858-2,3.9,https://www.canadiantire.ca/en/pdp/segway-ninebot-e10-kids-electric-kickscooter-1840858p.html#srp
"Certified Standard Duty Brown Poly Tarp, 10-ft x 12-ft",14.99,13.49,10.0,automotive-outdoor-adventure,040-5084-4,4.0,https://www.canadiantire.ca/en/pdp/certified-standard-duty-brown-poly-tarp-10-ft-x-12-ft-0405084p.html#srp
"Starfrit Balance Digital LCD Display Glass Bathroom Scale/Weight Scale, Black",29.99,17.99,40.0,home-decor,063-6307-6,3.7,https://www.canadiantire.ca/en/pdp/starfrit-balance-digital-lcd-display-glass-bathroom-scale-weight-scale-black-0636307p.html#srp
Mobil 1 M1-102 Extended Performance Oil Filter,22.99,17.99,22.0,light-auto-parts,017-1633-0,4.6,https://www.canadiantire.ca/en/pdp/mobil-1-m1-102-extended-performance-oil-filter-0171633p.html#srp
"MotoMaster 12 V Digital Compact Air Compressor / Tire Inflator, 4 Min",69.99,49.99,29.0,auto-maintenance,009-5204-8,3.9,https://www.canadiantire.ca/en/pdp/motomaster-12-v-digital-compact-air-compressor-tire-inflator-4-min-0095204p.html#srp
"Airhead Slice Air-Pump Inflatable Water Boating 2-Rider Towable Tube, Camo",199.99,159.99,20.0,seasonal-recreation,079-7030-0,3.6,https://www.canadiantire.ca/en/pdp/airhead-slice-air-pump-inflatable-water-boating-2-rider-towable-tube-camo-0797030p.html#srp
MASTER Chef Compact Mini Hand Chopper/Food Chopper Black,29.99,14.99,50.0,kitchen,043-5726-2,3.7,https://www.canadiantire.ca/en/pdp/master-chef-compact-mini-hand-chopper-food-chopper-black-0435726p.html#srp
"Meguiars Ultimate Polish, 473-mL",19.99,17.99,10.0,car-care-accessories,039-2730-0,4.1,https://www.canadiantire.ca/en/pdp/meguiar-s-ultimate-polish-473-ml-0392730p.html#srp
"CANVAS Axel Round Metal & Solid Wood Top Counter Stool Armless Backless, Black/Brown",64.99,49.99,23.0,home-decor,168-0018-2,4.4,https://www.canadiantire.ca/en/pdp/canvas-axel-round-metal-solid-wood-top-counter-stool-armless-backless-black-brown-1680018p.html#srp
"CANVAS Windsor Dining Chair, White",169.99,119.99,29.0,home-decor,168-0126-4,4.5,https://www.canadiantire.ca/en/pdp/canvas-windsor-dining-chair-white-1680126p.html#srp
FoodSaver® 2-in-1 Vacuum Sealing System,299.99,209.99,30.0,kitchen,043-0158-4,4.4,https://www.canadiantire.ca/en/pdp/foodsaver-2-in-1-vacuum-sealing-system-0430158p.html#srp
"Heritage Freestanding Countertop Can Opener with Extra Wide Base, Black",29.99,19.99,33.0,kitchen,043-0949-2,4.1,https://www.canadiantire.ca/en/pdp/heritage-freestanding-countertop-can-opener-with-extra-wide-base-black-0430949p.html#srp
"Lagostina Ticino Jumbo Cooker, Non-Stick, Dishwasher & Oven Safe, Black, 5-qt",119.99,29.99,75.0,kitchen,142-4989-6,4.4,https://www.canadiantire.ca/en/pdp/lagostina-ticino-jumbo-cooker-non-stick-dishwasher-oven-safe-black-5-qt-1424989p.html#srp
Lund Roll-Up Tonneau Cover,449.99,359.99,20.0,light-auto-parts,241-7000X,5.0,https://www.canadiantire.ca/en/pdp/lund-roll-up-tonneau-cover-2417000p.html#srp
"Rubbermaid Action Packer Plastic Lockable Storage Container, Stackable & Recyclable, 90.8-L",129.99,99.99,23.0,automotive-outdoor-adventure,040-3053-0,4.3,https://www.canadiantire.ca/en/pdp/rubbermaid-action-packer-plastic-lockable-storage-container-stackable-recyclable-90-8-l-0403053p.html#srp
"Spray Nine Heavy-Duty Spray Cleaner/Degreaser/Disinfectant, 946-mL",13.99,11.19,20.0,car-care-accessories,039-0414-6,4.8,https://www.canadiantire.ca/en/pdp/spray-nine-heavy-duty-spray-cleaner-degreaser-disinfectant-946-ml-0390414p.html#srp
"All Purpose Easy Assembly Waterproof Car Canopy w/UV Protection, 10 x 20-ft",349.99,249.99,29.0,car-care-accessories,037-1107-6,3.7,https://www.canadiantire.ca/en/pdp/all-purpose-easy-assembly-waterproof-car-canopy-w-uv-protection-10-x-20-ft-0371107p.html#srp
VTech VM3252-2 Digital Video Baby Monitor with 2 Cameras,149.99,99.99,33.0,car-care-accessories,046-7519-8,3.5,https://www.canadiantire.ca/en/pdp/vtech-vm3252-2-digital-video-baby-monitor-with-2-cameras-0467519p.html#srp
"Maximum Utility Bench Vise with 360 Degree Swivel Base, Anvil and Quick Release Mechanim",169.99,118.99,30.0,tools,057-9033-4,4.3,https://www.canadiantire.ca/en/pdp/maximum-utility-bench-vise-with-360-degree-swivel-base-anvil-and-quick-release-mechanim-0579033p.html#srp
"Mastercraft Socket Set, 128-pc, SAE / Metric, CRV, Nickel-Chrome Plating",199.99,69.99,65.0,tools,058-9220-6,4.5,https://www.canadiantire.ca/en/pdp/mastercraft-socket-set-128-pc-sae-metric-crv-nickel-chrome-plating-0589220p.html#srp
Woods™ Canmore 0°C Tall Sleeping Bag,89.99,66.99,26.0,camping,076-3707-2,5.0,https://www.canadiantire.ca/en/pdp/woods-canmore-0-c-tall-sleeping-bag-0763707p.html#srp
